accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR18914023	SRP276100	new	PRJNA650381	SAMN27764447	IDR1900061818-01-03	A369	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900061818-01-03_R1.fastq.gz	IDR1900061818-01-03_R2.fastq.gz				
SRR18914022	SRP276100	new	PRJNA650381	SAMN27764448	IDR1900062052-01-01	A370	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062052-01-01_R1.fastq.gz	IDR1900062052-01-01_R2.fastq.gz				
SRR18914039	SRP276100	new	PRJNA650381	SAMN27764449	IDR1900062053-01-01	A371	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062053-01-01_R1.fastq.gz	IDR1900062053-01-01_R2.fastq.gz				
SRR18914038	SRP276100	new	PRJNA650381	SAMN27764450	IDR1900062054-01-01	A372	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062054-01-01_R1.fastq.gz	IDR1900062054-01-01_R2.fastq.gz				
SRR18914037	SRP276100	new	PRJNA650381	SAMN27764451	IDR1900062055-01-01	A373	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062055-01-01_R1.fastq.gz	IDR1900062055-01-01_R2.fastq.gz				
SRR18914036	SRP276100	new	PRJNA650381	SAMN27764452	IDR1900062056-01-01	A374	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062056-01-01_R1.fastq.gz	IDR1900062056-01-01_R2.fastq.gz				
SRR18914035	SRP276100	new	PRJNA650381	SAMN27764453	IDR1900062059-01-01	A375	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062059-01-01_R1.fastq.gz	IDR1900062059-01-01_R2.fastq.gz				
SRR18914034	SRP276100	new	PRJNA650381	SAMN27764454	IDR1900062060-01-01	A376	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062060-01-01_R1.fastq.gz	IDR1900062060-01-01_R2.fastq.gz				
SRR18914033	SRP276100	new	PRJNA650381	SAMN27764455	IDR1900062061-01-01	A377	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062061-01-01_R1.fastq.gz	IDR1900062061-01-01_R2.fastq.gz				
SRR18914032	SRP276100	new	PRJNA650381	SAMN27764456	IDR1900062063-01-01	A378	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062063-01-01_R1.fastq.gz	IDR1900062063-01-01_R2.fastq.gz				
SRR18914031	SRP276100	new	PRJNA650381	SAMN27764457	IDR1900062064-01-01	A379	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062064-01-01_R1.fastq.gz	IDR1900062064-01-01_R2.fastq.gz				
SRR18914030	SRP276100	new	PRJNA650381	SAMN27764458	IDR1900062065-01-01	A380	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062065-01-01_R1.fastq.gz	IDR1900062065-01-01_R2.fastq.gz				
SRR18914246	SRP276100	new	PRJNA650381	SAMN27765542	IDR1900062066-01-01	A381	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062066-01-01_R1.fastq.gz	IDR1900062066-01-01_R2.fastq.gz				
SRR18914245	SRP276100	new	PRJNA650381	SAMN27765543	IDR1900062067-01-01	A382	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062067-01-01_R1.fastq.gz	IDR1900062067-01-01_R2.fastq.gz				
SRR18914234	SRP276100	new	PRJNA650381	SAMN27765544	IDR1900062069-01-01	A383	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062069-01-01_R1.fastq.gz	IDR1900062069-01-01_R2.fastq.gz				
SRR18914233	SRP276100	new	PRJNA650381	SAMN27765545	IDR1900062070-01-01	A384	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062070-01-01_R1.fastq.gz	IDR1900062070-01-01_R2.fastq.gz				
SRR18914232	SRP276100	new	PRJNA650381	SAMN27765546	IDR1900062071-01-01	A385	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062071-01-01_R1.fastq.gz	IDR1900062071-01-01_R2.fastq.gz				
SRR18914231	SRP276100	new	PRJNA650381	SAMN27765547	IDR1900062412-01-02	A386	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062412-01-02_R1.fastq.gz	IDR1900062412-01-02_R2.fastq.gz				
SRR18914230	SRP276100	new	PRJNA650381	SAMN27765548	IDR1900062670-01-01	A387	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062670-01-01_R1.fastq.gz	IDR1900062670-01-01_R2.fastq.gz				
SRR18914229	SRP276100	new	PRJNA650381	SAMN27765549	IDR1900062700-01-01	A388	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062700-01-01_R1.fastq.gz	IDR1900062700-01-01_R2.fastq.gz				
SRR18914228	SRP276100	new	PRJNA650381	SAMN27765550	IDR1900062750-01-01	A389	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062750-01-01_R1.fastq.gz	IDR1900062750-01-01_R2.fastq.gz				
SRR18914227	SRP276100	new	PRJNA650381	SAMN27765551	IDR1900062751-01-01	A390	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062751-01-01_R1.fastq.gz	IDR1900062751-01-01_R2.fastq.gz				
SRR18914244	SRP276100	new	PRJNA650381	SAMN27765552	IDR1900062752-01-01	A391	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062752-01-01_R1.fastq.gz	IDR1900062752-01-01_R2.fastq.gz				
SRR18914243	SRP276100	new	PRJNA650381	SAMN27765553	IDR1900062754-01-01	A392	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900062754-01-01_R1.fastq.gz	IDR1900062754-01-01_R2.fastq.gz				
SRR18914242	SRP276100	new	PRJNA650381	SAMN27765554	IDR1900063129-01-01	A393	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900063129-01-01_R1.fastq.gz	IDR1900063129-01-01_R2.fastq.gz				
SRR18914241	SRP276100	new	PRJNA650381	SAMN27765555	IDR1900063309-01-02	A394	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900063309-01-02_R1.fastq.gz	IDR1900063309-01-02_R2.fastq.gz				
SRR18914240	SRP276100	new	PRJNA650381	SAMN27765556	IDR1900063330-01-01	A395	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900063330-01-01_R1.fastq.gz	IDR1900063330-01-01_R2.fastq.gz				
SRR18914239	SRP276100	new	PRJNA650381	SAMN27765557	IDR1900063331-01-01	A396	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900063331-01-01_R1.fastq.gz	IDR1900063331-01-01_R2.fastq.gz				
SRR18914238	SRP276100	new	PRJNA650381	SAMN27765558	IDR2000000270-01-02	A397	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000000270-01-02_R1.fastq.gz	IDR2000000270-01-02_R2.fastq.gz				
SRR18914237	SRP276100	new	PRJNA650381	SAMN27765559	IDR2000001162-01-01	A398	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000001162-01-01_R1.fastq.gz	IDR2000001162-01-01_R2.fastq.gz				
SRR18914236	SRP276100	new	PRJNA650381	SAMN27765560	IDR2000001231-01-01	A399	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000001231-01-01_R1.fastq.gz	IDR2000001231-01-01_R2.fastq.gz				
SRR18914235	SRP276100	new	PRJNA650381	SAMN27765561	IDR2000001284-01-01	A400	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000001284-01-01_R1.fastq.gz	IDR2000001284-01-01_R2.fastq.gz				
SRR18914183	SRP276100	new	PRJNA650381	SAMN27765613	IDR2000001285-01-01	A401	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000001285-01-01_R1.fastq.gz	IDR2000001285-01-01_R2.fastq.gz				
SRR18914182	SRP276100	new	PRJNA650381	SAMN27765614	IDR2000001286-01-01	A402	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000001286-01-01_R1.fastq.gz	IDR2000001286-01-01_R2.fastq.gz				
SRR18914171	SRP276100	new	PRJNA650381	SAMN27765615	IDR2000001287-01-01	A403	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000001287-01-01_R1.fastq.gz	IDR2000001287-01-01_R2.fastq.gz				
SRR18914170	SRP276100	new	PRJNA650381	SAMN27765616	IDR2000001288-01-01	A404	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000001288-01-01_R1.fastq.gz	IDR2000001288-01-01_R2.fastq.gz				
SRR18914169	SRP276100	new	PRJNA650381	SAMN27765617	IDR2000001289-01-01	A405	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000001289-01-01_R1.fastq.gz	IDR2000001289-01-01_R2.fastq.gz				
SRR18914168	SRP276100	new	PRJNA650381	SAMN27765618	IDR2000001292-01-01	A406	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000001292-01-01_R1.fastq.gz	IDR2000001292-01-01_R2.fastq.gz				
SRR18914167	SRP276100	new	PRJNA650381	SAMN27765619	IDR2000001294-01-01	A407	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000001294-01-01_R1.fastq.gz	IDR2000001294-01-01_R2.fastq.gz				
SRR18914166	SRP276100	new	PRJNA650381	SAMN27765620	IDR2000001295-01-01	A408	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000001295-01-01_R1.fastq.gz	IDR2000001295-01-01_R2.fastq.gz				
SRR18914165	SRP276100	new	PRJNA650381	SAMN27765621	IDR2000001296-01-01	A409	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000001296-01-01_R1.fastq.gz	IDR2000001296-01-01_R2.fastq.gz				
SRR18914164	SRP276100	new	PRJNA650381	SAMN27765622	IDR2000001297-01-01	A410	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000001297-01-01_R1.fastq.gz	IDR2000001297-01-01_R2.fastq.gz				
SRR18914181	SRP276100	new	PRJNA650381	SAMN27765623	IDR2000001851-01-01	A411	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000001851-01-01_R1.fastq.gz	IDR2000001851-01-01_R2.fastq.gz				
SRR18914180	SRP276100	new	PRJNA650381	SAMN27765624	IDR2000002052-01-01	A412	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000002052-01-01_R1.fastq.gz	IDR2000002052-01-01_R2.fastq.gz				
SRR18914179	SRP276100	new	PRJNA650381	SAMN27765625	IDR2000002054-01-01	A413	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000002054-01-01_R1.fastq.gz	IDR2000002054-01-01_R2.fastq.gz				
SRR18914178	SRP276100	new	PRJNA650381	SAMN27765626	IDR2000002132-01-01	A414	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000002132-01-01_R1.fastq.gz	IDR2000002132-01-01_R2.fastq.gz				
SRR18914177	SRP276100	new	PRJNA650381	SAMN27765627	IDR2000002352-01-01	A415	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000002352-01-01_R1.fastq.gz	IDR2000002352-01-01_R2.fastq.gz				
SRR18914176	SRP276100	new	PRJNA650381	SAMN27765628	IDR2000002353-01-01	A416	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000002353-01-01_R1.fastq.gz	IDR2000002353-01-01_R2.fastq.gz				
SRR18914175	SRP276100	new	PRJNA650381	SAMN27765629	IDR2000002354-01-01	A417	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000002354-01-01_R1.fastq.gz	IDR2000002354-01-01_R2.fastq.gz				
SRR18914174	SRP276100	new	PRJNA650381	SAMN27765630	IDR2000002355-01-01	A418	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000002355-01-01_R1.fastq.gz	IDR2000002355-01-01_R2.fastq.gz				
SRR18914173	SRP276100	new	PRJNA650381	SAMN27765631	IDR2000002356-01-01	A419	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000002356-01-01_R1.fastq.gz	IDR2000002356-01-01_R2.fastq.gz				
SRR18914172	SRP276100	new	PRJNA650381	SAMN27765632	IDR2000002357-01-01	A420	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000002357-01-01_R1.fastq.gz	IDR2000002357-01-01_R2.fastq.gz				
SRR18914190	SRP276100	new	PRJNA650381	SAMN27765849	IDR2000002358-01-01	A421	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000002358-01-01_R1.fastq.gz	IDR2000002358-01-01_R2.fastq.gz				
SRR18914189	SRP276100	new	PRJNA650381	SAMN27765850	IDR2000002359-01-01	A422	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000002359-01-01_R1.fastq.gz	IDR2000002359-01-01_R2.fastq.gz				
SRR18914188	SRP276100	new	PRJNA650381	SAMN27765851	IDR2000002360-01-01	A423	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000002360-01-01_R1.fastq.gz	IDR2000002360-01-01_R2.fastq.gz				
SRR18914187	SRP276100	new	PRJNA650381	SAMN27765852	IDR2000002363-01-01	A424	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000002363-01-01_R1.fastq.gz	IDR2000002363-01-01_R2.fastq.gz				
SRR18914186	SRP276100	new	PRJNA650381	SAMN27765853	IDR2000002365-01-01	A425	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000002365-01-01_R1.fastq.gz	IDR2000002365-01-01_R2.fastq.gz				
SRR18914185	SRP276100	new	PRJNA650381	SAMN27765854	IDR2000002367-01-01	A426	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000002367-01-01_R1.fastq.gz	IDR2000002367-01-01_R2.fastq.gz				
SRR18914184	SRP276100	new	PRJNA650381	SAMN27765855	IDR2000002369-01-01	A427	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR2000002369-01-01_R1.fastq.gz	IDR2000002369-01-01_R2.fastq.gz				
